Line_Width,Turns,Line_space,Y_Dimension,X_Dimension,freq,Ldiff,Qdiff,Leff,Q,Reff
2,1,3,100,120,8.100 GHz,3.03e-10,11.473,3.04e-10,11.425,1.353
2,1,3,100,120,8.200 GHz,3.03e-10,11.603,3.04e-10,11.554,1.355
2,1,3,100,120,8.300 GHz,3.03e-10,11.734,3.04e-10,11.682,1.357
2,1,3,100,120,8.400 GHz,3.03e-10,11.863,3.04e-10,11.81,1.358
2,1,3,100,120,8.500 GHz,3.03e-10,11.993,3.04e-10,11.938,1.36
2,1,3,100,120,8.600 GHz,3.03e-10,12.122,3.04e-10,12.065,1.362
2,1,3,100,120,8.700 GHz,3.03e-10,12.251,3.04e-10,12.192,1.363
2,1,3,100,120,8.800 GHz,3.03e-10,12.379,3.04e-10,12.318,1.365
2,1,3,100,120,8.900 GHz,3.03e-10,12.507,3.04e-10,12.444,1.367
2,1,3,100,120,9.000 GHz,3.03e-10,12.635,3.04e-10,12.569,1.369
2,1,3,100,120,9.100 GHz,3.03e-10,12.762,3.04e-10,12.695,1.37
2,1,3,100,120,9.200 GHz,3.03e-10,12.889,3.04e-10,12.819,1.372
2,1,3,100,120,9.300 GHz,3.03e-10,13.015,3.04e-10,12.943,1.374
2,1,3,100,120,9.400 GHz,3.03e-10,13.141,3.04e-10,13.067,1.376
2,1,3,100,120,9.500 GHz,3.03e-10,13.267,3.04e-10,13.191,1.378
2,1,3,100,120,9.600 GHz,3.03e-10,13.393,3.05e-10,13.314,1.38
2,1,3,100,120,9.700 GHz,3.03e-10,13.518,3.05e-10,13.436,1.381
2,1,3,100,120,9.800 GHz,3.03e-10,13.642,3.05e-10,13.558,1.383
2,1,3,100,120,9.900 GHz,3.03e-10,13.767,3.05e-10,13.68,1.385
2,1,3,100,120,10.00 GHz,3.03e-10,13.89,3.05e-10,13.801,1.387
2,1,3,100,120,10.10 GHz,3.03e-10,14.014,3.05e-10,13.922,1.389
2,1,3,100,120,10.20 GHz,3.03e-10,14.137,3.05e-10,14.042,1.391
2,1,3,100,120,10.30 GHz,3.03e-10,14.26,3.05e-10,14.162,1.393
2,1,3,100,120,10.40 GHz,3.03e-10,14.382,3.05e-10,14.281,1.395
2,1,3,100,120,10.50 GHz,3.03e-10,14.504,3.05e-10,14.4,1.397
2,1,3,100,120,10.60 GHz,3.03e-10,14.626,3.05e-10,14.519,1.399
2,1,3,100,120,10.70 GHz,3.03e-10,14.747,3.05e-10,14.637,1.401
2,1,3,100,120,10.80 GHz,3.03e-10,14.867,3.05e-10,14.754,1.404
2,1,3,100,120,10.90 GHz,3.03e-10,14.988,3.05e-10,14.871,1.406
2,1,3,100,120,11.00 GHz,3.03e-10,15.108,3.05e-10,14.988,1.408
2,1,3,100,120,11.10 GHz,3.03e-10,15.227,3.05e-10,15.104,1.41
2,1,3,100,120,11.20 GHz,3.03e-10,15.347,3.05e-10,15.22,1.412
2,1,3,100,120,11.30 GHz,3.03e-10,15.465,3.06e-10,15.335,1.414
2,1,3,100,120,11.40 GHz,3.03e-10,15.584,3.06e-10,15.45,1.417
2,1,3,100,120,11.50 GHz,3.03e-10,15.702,3.06e-10,15.564,1.419
2,1,3,100,120,11.60 GHz,3.03e-10,15.819,3.06e-10,15.678,1.421
2,1,3,100,120,11.70 GHz,3.03e-10,15.936,3.06e-10,15.791,1.423
2,1,3,100,120,11.80 GHz,3.03e-10,16.053,3.06e-10,15.904,1.426
2,1,3,100,120,11.90 GHz,3.03e-10,16.169,3.06e-10,16.016,1.428
2,1,3,100,120,12.00 GHz,3.03e-10,16.285,3.06e-10,16.128,1.43
2,1,3,100,120,12.10 GHz,3.03e-10,16.401,3.06e-10,16.239,1.433
2,1,3,100,120,12.20 GHz,3.03e-10,16.516,3.06e-10,16.35,1.435
2,1,3,100,120,12.30 GHz,3.03e-10,16.631,3.06e-10,16.461,1.437
2,1,3,100,120,12.40 GHz,3.03e-10,16.745,3.06e-10,16.57,1.44
2,1,3,100,120,12.50 GHz,3.03e-10,16.859,3.06e-10,16.68,1.442
2,1,3,100,120,12.60 GHz,3.03e-10,16.972,3.06e-10,16.788,1.445
2,1,3,100,120,12.70 GHz,3.03e-10,17.085,3.06e-10,16.897,1.447
2,1,3,100,120,12.80 GHz,3.04e-10,17.198,3.07e-10,17.004,1.45
2,1,3,100,120,12.90 GHz,3.04e-10,17.31,3.07e-10,17.111,1.452
2,1,3,100,120,13.00 GHz,3.04e-10,17.422,3.07e-10,17.218,1.455
2,1,3,100,120,13.10 GHz,3.04e-10,17.533,3.07e-10,17.324,1.457
2,1,3,100,120,13.20 GHz,3.04e-10,17.644,3.07e-10,17.43,1.46
2,1,3,100,120,13.30 GHz,3.04e-10,17.755,3.07e-10,17.535,1.463
2,1,3,100,120,13.40 GHz,3.04e-10,17.865,3.07e-10,17.639,1.465
2,1,3,100,120,13.50 GHz,3.04e-10,17.974,3.07e-10,17.743,1.468
2,1,3,100,120,13.60 GHz,3.04e-10,18.083,3.07e-10,17.846,1.471
2,1,3,100,120,13.70 GHz,3.04e-10,18.192,3.07e-10,17.949,1.473
2,1,3,100,120,13.80 GHz,3.04e-10,18.301,3.07e-10,18.051,1.476
2,1,3,100,120,13.90 GHz,3.04e-10,18.408,3.07e-10,18.153,1.479
2,1,3,100,120,14.00 GHz,3.04e-10,18.516,3.08e-10,18.254,1.482
2,1,3,100,120,14.10 GHz,3.04e-10,18.623,3.08e-10,18.354,1.484
2,1,3,100,120,14.20 GHz,3.04e-10,18.73,3.08e-10,18.454,1.487
2,1,3,100,120,14.30 GHz,3.04e-10,18.836,3.08e-10,18.554,1.49
2,1,3,100,120,14.40 GHz,3.04e-10,18.942,3.08e-10,18.652,1.493
2,1,3,100,120,14.50 GHz,3.04e-10,19.047,3.08e-10,18.75,1.496
2,1,3,100,120,14.60 GHz,3.04e-10,19.152,3.08e-10,18.848,1.499
2,1,3,100,120,14.70 GHz,3.04e-10,19.256,3.08e-10,18.945,1.502
2,1,3,100,120,14.80 GHz,3.04e-10,19.36,3.08e-10,19.041,1.505
2,1,3,100,120,14.90 GHz,3.04e-10,19.464,3.08e-10,19.137,1.508
2,1,3,100,120,15.00 GHz,3.04e-10,19.567,3.08e-10,19.232,1.511
2,1,3,100,120,15.10 GHz,3.04e-10,19.67,3.08e-10,19.326,1.514
2,1,3,100,120,15.20 GHz,3.04e-10,19.772,3.09e-10,19.42,1.517
2,1,3,100,120,15.30 GHz,3.04e-10,19.874,3.09e-10,19.513,1.52
